text,label
Why do their organic foods contain gelatin???,1
Arrowhead Mills flour may not be gluten free.,1
"Excellent product, great price...",5
Such a Tasty Snack for something Healthy!,4
This compares to chamomile tea,5
"Cleans nicely, not strongly scented, pleasant to use",4
Easy to get but not the best,1
This is it!,5
Smells great but tastes like water - no flavor,1
Some of the air-seals of the individual packs were broken from crushed shipping.,3
It's Some Good Joe,5
not good but does the job,3
Great for all breeds!,5
Small for the price,3
More like Wisecracker Crumbs,2
I never get compliments for my wardrobe when I wear this soup,3
"Good for hair, great for scalp.",5
Blue Buffalo Wilderness-Duck,4
Best snack ever,5
i should have checked the ingredients,1
Low Fat Cat Food,5
"Slimy, inedible licorice.",1
Love Amazon's subscription process,3
not handed out yet but so excited to do so,5
contains MILK!,1
AWESOME!!,5
Not even a hint of passionfruit,1
"Tasty, but very dry",3
In the Middle,3
Meh...,2
"Taste is good but too much ""mystery fat""",3
Price too high,4
Tastes like normal m&m's,1
"Says there are 35, but there were only 31",3
Tasty but...,3
DO NOT BUY.,1
So Salty!,2
Didn't quite get everything,2
Delicious!,4
Better than the pasta shape,4
Mocha...,3
Sucky Salsa Chicken....,2
Gremlin,5
"Why, oh why, add fake sugar?",3
Big Taste in a Small Package,4
Rich and smooth,5
HEAVEN!!!,5
Beware NOT LOW CARB!!! For Shame!!,1
Too sweet!,3
Better than Bigelow's Earl Gray Green,3
Good Snack!,3
Basecamp from Backcountry,5
We love these!,5
They stick together!,2
Fabulous!,5
Terrible taste,1
Excellent conditioner for fine hair...detangles fairly well...,4
not the right size for my Aero Garden,3
dissapointed,1
licorice review,3
Seriously??,1
a little extra,5
lovely and tasty gummy,4
Natural Balance dog food,3
"I bought this for the coconut flavor, NOT tasting it!",3
"illy issimo Coffee Drink,",2
surprisingly weak flavor,2
Price Increase Twice in Three Months,4
Sorely Disppointed,2
great deal on the most expensive spice,4
Tastes Horrible,1
Sub-par,2
My Dog Likes Them But...,3
Great chips!,5
Not as hot as I remember,2
a pleasant brew,4
Kind,3
Pods explode making a huge mess!,1
Only decent coffee. Poorly filtered and goes stale,2
Melted?,3
Doesn't make anything taste like bacon,2
Yummy!,5
Walgreen's has 28-packs for $5.00 !!!,1
I don't even...,1
Low acid but lacks flavor,3
"Mild, Weak",3
Not as described,1
Horrible,1
Funny taste,2
Excellent!  Holy Grail of Keurig coffee,5
Easier than I expected,4
Very dangerous - research before you think about buying,1
false advertising not whole seed,1
Geber Barley Cereal,3
"Tasty, But So Smelly",2
Great value,4
Poor Texture,2
Thank God for this tea!,5
Odd Taste,1
"made in the USA and made in Thailand, do they hold the same quality?",1
The worst I have ever had,1
"easy, tasty and reliable bread mix",3
19 Grams of sugar!!! Wash it down with a coke why don't you,1
I LOVE HICKORY SMOKED SALT,5
Not shrimp chips,3
These are good pastries,5
Simply the Best,5
good alternative for gluten free snack,4
Grass?,2
"""Your're trying to poison me, I just KNOW it""",4
It was okay,3
Label did not day grade b,2
This chai tastes very good but should include more black tea leaves.,4
Excellent food for dogs!,5
Yum!,4
Mixed Reaction & WAY Too Much FAT!!!!!! Read That Label....,2
Great taste,4
Not for me,3
I would not use it,2
don't bother,1
Either I got a bad batch or....,2
Okay,3
Over $10.00 per box?? You got to be kidding!!!,1
Excellent Pomegranate Suplement,5
CaribouKCups,3
Good flavor.  Packaging not so great.,4
"Can't be used on it's own! Buy the conditioner, too!",3
not bad...,3
not for me.,2
like the item not happy with the service,4
raw fed travel made easier  *BUT*....,4
"Excellent Ingredients, Unremarkable Taste",3
A first,2
The Pods Do Not Fit the Senseo Maker,3
Worst coffee ever,1
Dried tart cherries,4
VERY VERY Sour,4
Yum!,4
DO NOT BUY THIS FOR SOY ALLERGIES!,3
Awfully expensive for just being plain ol' fortified cereal,3
it is a good product,4
A fruity refreshment,4
"Okay, but too expensive",3
Loved them!,4
"tasty, but...",3
Over Rated (way over priced)Frozen meats,1
Kashi cereals are great - the snack bar is only fair,2
Cats are over it,3
AWESOME,5
"It's good, but a little overly mild",3
Great taste for a great price,5
"Low in Sugar, but a bit too sweet",3
Don't care for  the whole grain,3
"My dog liked it, I didn't.",2
"Purina Friskies Indoor Adventures Crunchy, 4-Ounce",5
Misleading: There is no tea in this,1
Why?,1
Practically All Sugar - Yuck!,1
Really not my favorite flavor,2
Great product.. but count the k-cups,4
Robust tea flavor. Very happy with it.,4
GARLIC SALT NOT POWDERED GARLIC,1
Fantastic Value for High Quality,5
Cheap swill. Discarded it in a can of Folgers.,1
1 lb poly wild game bags,4
"Very salty, bad flavor balance",2
My two Maine Coon brothers love it.,4
"Good, but mostly for Earl Grey fans",4
Not for the Health Conscious,3
Red Bull Energy Drink,5
Different but not as good as just-plain Oreoes,3
Chai Latte,4
I was impressed,5
good,4
Delicious Selection,5
Possibly the best chips I've ever had,4
Tasted like bitter oranges,2
Oh no...,2
Delicious,5
Ritz crackers made in China!!!!!!,1
My Husband's obsession,5
Not as advertised,2
"I never eat soup, but I wont pass up this!",5
"A nice treat, but no substitute",4
Needs some help from your spice rack.,4
no carb snack,3
"Great taste, high price",2
deadly,1
I don't give a hoot about Van Houtte,2
not the best jamon serrano,2
Great grains,5
"Buyer beware....8 months past ""use by"" date of JAN 2010",1
great grape taste,5
Not GF,1
The Top Comes Off!,1
Amazing price. Salt lick,2
"Okay, but no Tulsi flavor",2
Glenny's Brown Rice Marshmallow Treats,5
Almost instant gratification,5
"Good Concept, Bad Execution",2
Ok for diet,3
Very small bag for the price.,3
"More Peanuts, Please",3
tree-by-mail still ahead of its time ?,2
Reasonably good instant coffee,4
Delicious,5
gave my puppy the runs,1
Can't tell what you'll receive,1
Icky!  LOL,3
Decent,3
"Honey Dijon leaves bad aftertaste, NY Cheddar are pretty good",3
so far so good,4
OTC Oyster Crackers,4
Migraine Food!,2
Poor Selection,1
k cups taste OLD!!!!,2
Satisfying taste and texture,4
Taste good but NOT truly MSG-FREE,3
Great product,5
Good Value,4
Incorrect Order,3
BEWARE!!!,3
Love this product but the price is rediculous,1
THIS PRODUCT IS ENRICHED WITH LEMON JUICE,3
Not for strong chewers,2
Didn't work for my cat,1
Good with coffee,5
I like Mor Gold topping much more than this one.,2
"Strawberries are good, packaging is poor",3
dinner with the family,5
Coffee for tea drinkers...,2
Brings back memories,5
Favourite,5
Great food for on the go!,5
"Medium Body, Good Quality Green Tea",4
Works good,4
"Great taste, but gets soggy after a while",4
Crunchy? More like stale  O.o,2
over priced,3
Blue Diamond Wasabi Almonds,3
never showed up,1
GREAT LARGE BAKING CUPS!,5
I am hooked on this Licorage!,5
Nice and smooth,3
"great for taste, great for clean teeth",5
Acccckkkkkk!,1
multigrain taste and not too salty; too bad they are fried and not baked,3
Pumpkin Spice Ground,1
Like no other baked chip! Delicious but expensive,4
"Those in the know, know Lizano!",4
Outrageously openly stealing of our money.,1
Second Order not so great,4
Easy and Delicious Wheat-Free Bread,4
Unusual gummy candies with great flavor,4
????Mushroom Popcorn,3
Not A Winner,2
So Good!!!,5
Good for a picky eater - not good for a healthy eater,3
"Wonderful value, very earthy taste",4
Sweet/Tart nice carbonation - you won't realize it's not traditional soda,3
Stale!,1
Scarlet Belle Pitcher Plant,4
Still not like I remember but a lot better than the last batch,4
Its okay,3
Delicious baked goods,5
Not one of Timothy's Best,2
Great for our discriminating feline friends,5
Fabulous for all ages!!,5
"The One, The Only",5
Better choices out there than this Salty Quickie.,2
If You Like Granola and Brownies,5
"Horrible odor, Smells like no coffee I ever enjoyed.",1
Mushrooms,1
"Crunchy, cheesy, salty, deliciousness",5
Inconsistent flavor,4
Discount Tommy is the best!,5
Terra Exotic Vegetable Chips,4
Not quite what I was expecting!,2
Loaded with sugars and contains undeclared fats; not a health food,1
"Stale, old, and chewy",1
Food for my picky puppy,4
"Pricey sugar, okay taste",2
Taste really stale,1
First Time Try,3
A Nice Change,4
CANT LIVE WITOUT IT!!!,5
Pretty Awful...,1
Not for me,1
Outstanding but should be less expensive,5
QUAKER INSTANT OATMEAL,4
"good, but pricey",4
A little disappointed,3
Cola Zero,4
Jalapeno apocalypse!!!,5
Dissapointed,3
Middling,2
Great product.,3
Not great,1
Shipment packing needs to be improved,4
"Great snacks, a little sticky--",4
It was good,4
Decent alternative but not great.,2
Not worth the money,1
Strangely addicting...,4
UNHEALTHY,2
Environmentally Unfriendly Chinese plastic bottles,2
Arrived with bugs,1
WONDERFULLY DELICIOUS COOKIES,4
Lots of Nuts!!,5
Made in China,3
If you love tea,5
Not that great,2
Absolutely awful!,1
Quick arrival great basket!,5
Prett good coconut milk,4
NOT a 3 pack,1
Birthing Miracle Tea,5
Thank you for making this available,5
Unhappy,1
Dries out quickly. Disliked by my dog.,1
One of the best k cups we've tried so far!,4
Moravian Cookies,3
Received 6 month old product,1
"Surprisingly good, very easy, not a belly buster",4
Cameron's Intense French WBC,5
Too crumbly,3
Meh...Cinnamon Toast Crunch is Better,3
Not their favorite combo,3
Improper Shipping- Arrived Melted!,1
As expected.,4
Dog gives it Two Paws UP!,5
They Do Like It,4
"It's COLOMBIAN, not columbian...",1
Not so tasty,2
Very suspicious,1
Able to write on candy,4
Not like they used to be,2
Good coffee & value ... MY Kcup not so good,4
Fantastic flavor in a little candy,5
Vanilla Lover,5
good but not great,3
Great chew toy,5
Calm Magnesium Powder,4
Not worth the cost,1
"O.K., But Not For Me",3
Could not withstand the wrath of my heavy chewer,3
"A decent granola bar - a little bland, but filling",4
It's marketed water that is not at an ideal pH for the body,3
It grows on you,5
Gas alert,3
Think thin bar,4
expensive cliff crunch bars,1
"Rather sour, not the greatest raspberry flavor",2
"WAY, WAY, WAY OVERPRICED",1
Simple and delicious,5
Not super strong taste and bag was ripped in shipping,3
Great - very tasty,4
"Convienient, but not economical.",3
Not authentic chai,1
Not sweet,1
Floral and Generic,3
Smaller than expected and minus Chervil,3
You have to be desperate,2
DANGEROUS!,1
Best i have tried,5
"So far, it works for me.",4
Broken and Sticky,1
This stuff is awesome,5
Not worth it,2
"Bitter taste, not my favorite dried veg",3
We like the pineapple better.,3
Lacks flavor and taste of Green Tea,2
Just expensive hot chocolate mix,2
"Tasty, crunchy, and nutritious",4
Wish it was prewashed,4
Almost expired!,2
No instruction booklet provided and metal sticker plate for buttons was coming off,1
the best ever,5
Not so sure about these...,2
Must to avoid!,1
Maggots with powder,1
They're ok if you like peeling paper off the treats,2
Buyer beware on taste and shipping,3
Coconut goodness!!,5
"Bright-eyed bergamot, packed for freshness.",3
Not what I was expecting,2
High Fructose Corn Syrup Bars,2
Great Flavored Coffee,4
Same as Starbucks.,5
Lackluster.,2
Does What you expect!,4
So good you won't be able to resist them when NOT working out,5
did not taste good,2
dr oz suggested this product,3
CAUTION: Contains Sucralose w/Artificial Sweetener Aftertaste!,1
Kraft Dinner,5
Freeze dried mango,1
Disgusting!,1
burnt batch,2
She just doesn't want it,2
Buyer Beware,1
Amazing jelly...,4
"Outstanding flavor, great price!",5
Useless for me.,1
Lavazza Super Crema Espresso Whole Bean,5
Yummy!,4
Great masala chai!,5
Not exactly 'the ramen' that you want.,3
Yuck,1
bleh,2
shipping,2
"T Canterbury, St. Albans, WV",5
"Solid Medium Blend with a Slight Kick, but also a Slight Burnt Coffee Aftertaste",3
"Tangy, spicy, and sweet- oh my!",4
Fantastic flavor!,5
Ingredients,5
"Weak coffee, unpleasant aftertaste",2
Good rendition of tea for an instant machine,4
Yum,3
too much money,4
good but...,2
Too fine,3
Yum!,5
Not The Best Cookies I've Ever Had!,2
Disappointed,3
Yuck,2
Vanilla is very sweet,3
Not Too Bad,3
RIPOFF!,1
New Orleans Jambalaya Soup + added ingredients,5
"Amazing coffee, ridiculous price.",2
Price a ripoff,3
MOM MADE - FALSE ADVERTISING,1
Grove Square Cappuccino,5
"This tastes like CINNAMON OIL, not a traditional chai blend",1
"I too, am justifiably wary of this MADE IN CHINA pet product!",1
Out of balance,1
"Delicious, with a catch...",4
Good tea,3
Disgusting,1
Not Bad,4
"Weak coffee, unpleasant aftertaste",2
check expiration dates,1
Coffee for tea drinkers...,2
"Chip's surface has Shiney, PLastic-y Pre-fab appearance",3
Don't experiment with this flavor,1
Yummy Tea,5
My dogs are not that impressed,3
"Enormous pricing, should be illegal.",1
Disapointed,2
Nothing Better,5
Wow! These are excellent...,5
small,1
"Same Great Taste, just More of it!",5
Packaging is misleading,2
Good sweetener - not too sweet,4
$20.00 for enough sugar to make one cake...,2
Yummmmm!!!,5
All the pretty colors,3
packaging,3
The worst of the Breakfast teas,1
Horrible Texture!!!,1
Addictive,5
good tasting coffee,4
Could not get firm stool with Wellness Just for Puppy,2
It will be thrown away.  Looks like a weed.,1
Delicious flavor!,5
Cafe Du Monde makes excellent coffee,1
advertisement confusion,3
old fashioned  sweet treat,3
Rip off,1
graded lamb,5
Waste of money,2
dogs love them!,4
Sorry Wolfgang!,3
Awesome!,5
Wonderful snack,4
Love them!,5
***HORRIBLE***,1
OK Coffee,3
Wow,5
Back to the standard version...,2
1,2
Recommended only for special occasions,3
Good coffees but not much 'variety',3
Mushy Mess,2
I think the box I got was a dud,2
Simple way to enjoy quality product.,5
Great for a grinder,5
Dissapointed,1
Wanted House Blend plain but got Melange,2
"Delicious, Tasty and Healthy for my Little One!",5
Manure,1
Great Peppercorns,5
Great for dessert,4
Not what I expected....,2
Great Treats!,5
Yummy!,5
"Gave me a lot of energy, felt like they are feeding salmon something",3
Strawberries,5
"Great energy sustainer, tastes delicious & no caffeine!",5
Apple O's,5
"It's pretty good, maybe a little gummy",3
Stale cookies,1
"Decent, but not great.",4
"Gatorade Propel Zero Powder Sticks Cherry Lime, 10-Count (Pack of 6)",1
Drink it quickly!,3
Not a favorite,2
Walden Farms Dips Taste Terrible!!!!,1
Good product!,5
Actually pretty good,3
"Good Saffron, Great Price - BAD Packing!",4
used to be great...not any longer.,1
Wouldn't purchase again,1
"Sweetens well, but if you're used to and like the Starbucks Vanilla Sugar Free syrup...not comparable",3
Fantastic Vinegar Dressing,5
A Nice Treat,3
Still Not Twice as Good,1
Somewhat Satisfied customer,1
Magic,5
MADE IN CHINA!!!!,3
Kitty cocaine,5
"Tasty, but I've had better!",3
yuk,1
"Bentley's Finest Teas Wood Grain Tea Chest, Variety Pack of 6 Flavors, Tea Bags, 120-Count Box",2
farmer's market organic butternut squash,1
GREAT PEANUT BRITTLE,5
"As advertized, but not to my liking",2
A good little nugget,4
Crunchy and Delicious,4
Good coffee!,5
DOOMHAMMER approved,5
"Good, but other options  may be healthier",3
"For growing greens, not jar sprouting",3
Fenugreek tea,2
Great flavored tea,4
"Delicious, but you're paying for packaging",3
Dollar store items at best,1
Extremely high quality,5
"good, but too pricey. Also, I like the bones",3
The worst 'tea' I have ever tried.,1
GOOD OIL FOR THE PRICE,4
No thanks....,1
Overrated,2
The Best Anywhere,5
This tastes awful!,1
torani vanilla sugar free syurp,5
Green Pasta Salad.....,5
Nice collection except for one lemon,3
great sweetener,4
Too Many Cans Crushed.,1
Great! High Quality product.,5
LOVE THIS STUFF,5
My Dog Loves These Treats!  AAA+++,5
So Yummy!,5
Healthy? No way! Bland and oily.,1
Only food my Shiz Tsu likes,5
Hard Candy,5
I fully read the description so I knew what to expect,4
A big hit for Christmas,5
chewy granola bars,3
"Great value, but only Good taste",3
China not ready for prime time,2
"Good, but obsolete",4
Fake chocolate taste,2
The best!,5
Very Good But Not Great,4
"Aroma is true to the name, but lacks the punch of a morning joe",3
Review of Patak's at Stuffed Ashes,4
I Like the Scent,3
Dries out very quickly,3
Minty and Sweet,3
Good but GONE,2
great for aggressive chewers,4
Makes excellent espresso,4
Green Moutain Coffee Newman's special blend,1
Good deal when...,4
Yummy nature Valley Yogurt breakfast bars,4
"""Awesome!!!! "" said my daughter-in-law",5
Nothing special,3
"Good jerky, too much pepper!!",3
not as good as the regular ramen,3
Dented Cans,3
Great after workout snack!,5
Impossible to use,1
tea,2
OK coffee but not the best by far,3
"Size inconsistent, needs water",3
stale cookies,1
Love Amazing Grass,5
Good K-Cup Cider,4
"Some cans tastes good, others horrid",3
Production Problem?!,1
"If it looks good, is it good for the cats?",3
"Bland, Snickerdoodle, Tastes like flour",3
"""Lower"", not ""low"" sodium",4
"Super light, quite tasty, overpriced",4
I was dumb to buy this after reading the bad reviews,1
Coffee for tea drinkers...,2
Must have gotten a bad batch :(,2
LOVE THESE COOKIES,5
Died in 9 days,1
Unsanitary,2
Packaging is misleading,2
"Not Peanut Butter, Peanut Flavored Peanut Butter",2
Not a good ValueBUT still great coffee!,2
Great Popcorn,5
Ok taste and good performance,4
Gross,2
Protein powder,4
Yummy French Vanilla K-Cups,5
Good Ethiopian With a Strong Taste,4
A solid contender for my stuffed grape leaf needs,5
"A healthy alternative, but with overpowering and inconsistent flavor",3
Did I get ripped off?,2
Not remotely worth the calories,1
Great for our needs,4
POTATO CHIPS,2
"Great espresso, pods are a pain.",3
Smooth taste,4
A perfect cup of tea,5
It's not bad,2
None of the lids were sealed on my order!~,3
"A healthy alternative, but with overpowering and inconsistent flavor",3
It's the Pits,1
Delicious milder strength coffee,4
"good, but no better than trader joes brand",3
1 out of 3 likes it,2
Too foamy at the top of the bottle,3
Stash Chamomile Herbal Tea,4
Price Increase,3
nice organic Assam,3
canidae dry dog food,2
"Works, but expensive",3
"horrible, cheap and dangerous",1
Venus Flytrap plant died,1
Bait and switch,1
Still waiting...,2
Tasteless & Only Slightly Above Terrible,1
Tastes like hot sugar water,2
WTF?! A PET Plastic bottle?,2
Good Cracker,5
Wild Turkey American Honey loses track of the taste of both the bourbon AND the honey.,2
Beware: Natural Balance price increases,1
Wonderful coffee aroma,4
"Good, but not the best I've had",3
I Like It !,5
Great tasting healthy bar,5
Small bottle,3
Hot water,2
Terrible,1
pricey,3
GREAT FLAVOR,5
close to dunkin donuts with milk and sugar,4
Soothing tea,5
"Did NOT receive item as pictured, mylar balls were ruined",1
Black Cherry Flavor,3
jh's fruit munch review,3
Yuck - like cardboard,2
"Delicious, but unfortunately...",2
Does not taste good!,1
Pleasantly Surprised,5
"Delicious, but 2 jars broken!",4
"Science Diet = terrible for cats, it's addictive",1
I regret my purchase,2
1/3 of product is powder,3
Kona Blend,4
Gritty - for no reason,2
There Good,4
Great taste and no side effects,5
"Nice flavor, good packaging",3
"yes, I mixed it right :)",2
watch out...,2
NOT natural,1
great Arrabiata,5
Check out my Do It Yourself Lego Chocolates,4
Delish!!,5
If you miss Cincy...,5
eek,4
Delicious!!,5
It's ok but not a great substitute for the real thing,3
Not So Great,3
Bacon Salt Sampler,4
"It looks good, but is it good for the cats?",3
Don't Waste Your Money,1
Great idea,4
Lacks passion and creativity,3
A cocunut took a dump in my mouth,1
Love Kahlua? You'll hate this!,1
Just not enough flavor,3
Splendid Variety Box,5
Great Treats,4
Does not work on NY Squirrels,1
Chez Cocoa Snack,4
Good Toy--A few Drawbacks,3
The patients loved them!,5
HORRIBLE COFFEE: DO NOT BUY!,1
Brooklyn Bean is a Dream!!!,4
Truely the best,5
...,2
Dog treats,2
Garden of FakeLime Detergenty Flavors and other Natural Flavors,1
PU / Blech,2
You know you're eating right!,5
Great tasting/nutritious bar,5
Black thumb turns green then pump failures,5
DISAPPOINTED...,2
didn't really like this flavor,2
Wonderful product gone wrong!,1
Loves the apples!,5
STRANGE,2
Utz Cheese Balls Barrels - 2 / 35 oz. is misleading,1
Marley Coffee Pods,2
A great taste!,4
ORGANIC IS THE ONLY WAY TO GO,5
Nothing but sub-standard tuna from Thailand,1
Leak Bottle,1
Fenugreek tea,2
"Tasty, but messy",4
Consistent Great Service,5
Great product but strong smoky smell,3
All flavors repeatedly make my dog terribly sick,1
skimpy on meat and veggies,1
"Used to own stock in the company, but changed their formulation, and get a much lower rating",3
Stay away from these.....,1
"Very broken, fractured flowers",2
"Best Syrup, outside of pure maple syrup, ever maid!!",5
Not Bad,3
Greenies killed my beloved cat.,1
Makes me sleepy,5
"Good drinking water, need more information about the health claims",3
Not especially strong lemon flavor,2
Not so great,2
Slim Jims have nothing on X-Sticks,2
should not be eaten,1
Great!,5
It was very weak and barely drinkable in my opinion,2
product had a stale taste,1
Liver treats seem off...,2
Meh. I think Ill stick with Monster,3
"The Coffee Bean & Tea Leaf, Hand roasted, Med Roast, Colombia Ground Coffee",4
a nice concept but a bit awkward,3
Weak and over-priced considering the taste.,2
Mine taste better,3
I'll pass...,3
they changed it..,2
Rain rain go away,2
Loaded Baked is overloaded with salt!,2
"Warning dudes, o.o",3
Filling and taste great too!,5
I agree with Jonathan,4
OK quinoa,4
I Really Wanted to Like This,3
I'm not sure what I was expecting...,3
"favorite, hard to find elsewhere",5
pumpkin latte,2
Worst coffee maker you can buy!!!,1
Make sure you do more than taste a tiny packet or two before buying NASTY STUFF,1
Bad taste -,2
A WORD OF ADVICE ON JUNIPER PROCUMBENS NANA,3
Disappointing.,2
"Great, tons of salt though.",4
"Not a great product, especially for the price",1
Did I just get a lemon?,2
NASTY!!!,1
I love it,4
My picky dogs eats every piece!,5
It's going to expire!,1
great travel pack,5
"Spiced drink, sugary flavor messes the balance",4
too dry,1
What a Bust,1
nasty yuck i did not like it at all. taste like dirt,1
not really my cup of tea,2
"Decent, but overall a disappointment",3
EW!!!,1
Too small? Not smelly enough?,3
Stash Chamomile Herbal Tea,4
Re-Rating,4
This product highly offended me,1
Can't find the perfect Creme' Brûl&eacute;e Coffee!,2
Quite good,4
Absolutely delicious -- and addictive,5
Poor packing,2
"GLUTEN FREE!  So good, I had to review it!",4
Great if only they were USA,2
No Sour Taste at All,2
"stale, old chocolate",2
Fudge Dipped Pretzels,2
Jamaica Me Crazy Coffee,5
Expensive but convenient although a little weak,3
Random luck fly trap,3
Crystal Light drink mix packets,5
great tea,5
The kit is great.,4
Spicy,2
Oops! My mistake: CONTAINS BPA! Goodbye to this product!,1
Terrible Tea,1
Too large for cats,3
"Good, if you like flavored coffee",4
Gets me through the day,4
Not good experience,1
Needs more instruction but we figured it out,4
I'd buy Twizzler first...,3
Best Coconut Water,5
Cats are obligate carnivores,2
terrible paneer,1
Bad quality control,1
Not the miracle I anticipated,3
ARESENIC,1
not impressed,2
Better packaging required,3
Full of relaxation and flavor in each box...,5
"Smells and looks like the 'non special diet', but cats won't eat it",2
Suffering from excessive consumption of these?,4
NO flavor!,1
Coffee Pods,3
"Expensive price, good quality",3
delish!,5
"OK, BUT WHAT'S THE POINT!?",2
Fake Sour,2
Senseo lover,4
Boooooooo,1
A rare bread.,4
To Each Their Own ... ( T_T),5
Best. Gummy. Ever.,5
"Gives you a good caffeine ""hit""",5
Why do their organic foods contain gelatin???,1
Don't worry about it being too strong,4
Am I missing something?,1
"Strawberry 1, Watermelon 0",4
Very Vegetarian,3
Odd flavor,3
I LOVE this cereal!,4
Cat treats,5
Kind of tough to chew!,3
Hmmm,3
Delish and nutrish,4
"Delicious salt-crunch satisfying low calorie, high-fiber snack.",4
Two tastes that don't mix well,2
Subtle flavor and a few surprises,4
NOT ORGANIC AND CONTAINS GMOS,1
Make sure you like gunpowder tea first!,3
Keurig Coffee Lovers,5
Bold coffee,5
Bob,2
If you like Ranch Dressing with a kick you will like this.,3
"Strange Tea Bag, Delicious Tea",4
NOT The *Classic* THIN STYLE!!!,1
Great item; couple issues were courteously corrected by Nutricity & Amazon,3
Trying these instead of Frosted Mini-Wheats,3
Best Not-Baked Chip We've Tried!,5
It's all right for a canned coffee drink.,3
Disappointed,2
Close call!,1
"Weird taste, inedible",1
wellness canned cat food,1
Great price..BUT expires in less than 3 months,1
Diet Tea,2
good taste,4
"Flavor good, but a bit dry",3
Ridiculous cake....,1
Nice.,4
too hot to enjoy,2
disappointedly dull,2
Blah,2
A Nice Tasting Carbonated Juice,3
special edition packaging leaves tons to be desired,3
powder instead of leaf,2
"Healthy, maybe. Smells/looks like cat food",3
Wonderful & filling,5
Not so happy,2
"Filler food is empty, leaves your cat always needing more",1
Good Instant Hot Cider,4
Staple item in my pantry,5
WOW! I can taste the difference,5
I've had better,2
Cats Won't Eat It.,1
Very bitter tea,1
Rice Krispy on steroids,1
"Great snack, maybe too salty",4
Dogs showed zero interest,2
So-so,3
Hanu,2
Surprisingly delicious,4
Guilt free tortilla-chip snacking pleasure,4
Okay,3
"Garden of Eatin' Tortilla Chips, Blue, No Salt Added, 9-Ounce Bags (Pack of 12)",3
Pretty awful.,2
Definitely not my favorite.,2
Love the candy!!,4
GOOD,3
Lots of dogs getting sick from this product (including mine),1
Sweet & Spicy: Natural & Artificial Flavor,2
The worst solid albacore ever,1
yummy,5
"Taste good, not worth mailing off for.",3
"One pro, lots of cons...",2
"Fine Sea Salt, with a  Good Taste",4
Senseo Sumatra Blend,5
review,2
K cups disfigured and unusable,2
My dog isnt into these.,2
Very good natural moisturizer,5
Revue of Orville Redenbacher Natural Light Popcorn,1
Very Good Coffee But Somewhat Expensive - Recommended,4
it was good.,3
Awesome Tea,5
Good calorie value!,4
Save your money,1
We Both Love It,5
"Great, My dogs love it",5
Poor product care,1
One Cat Liked it and One Cat Hated It,3
Disappointing and ordinary raisins,2
Messed up my senseo,1
Really good coffee.,5
"Wonderful product, two drawbacks",3
expensive and horrible,1
"Product delicious, but shipping lacking.",4
Best wild rice you can buy,5
Pretty good chicken gumbo,4
Puppy doesn't like,2
Joy-Va,4
Typical Folgers,1
Surprised,3
Skippy is just trying to trick you...,1
Excellent,5
Good Product,4
Excellent product,4
Taste Rather Good. Even My Little Boy Likes Them.,5
Makes my hair fall out!,1
Ermahgerd!!!  Crernchers!! So good!,5
Interesting taste,3
Yuck!,2
Great alternative snack!,5
PRICE TOO HIGH,3
Rich Even When Made With Water,4
Blacl current drink concentrate.,4
These are the best.,5
"Dogs Love It, but....  (AVP)",4
tasty,5
Caution - may cause kitty stampede,4
Chewy and tasty,4
"Different than expected, but enjoyable",4
Delicious and Gluten Free!!!,5
"good, but not stellar",4
Inedible,1
"Product is good, but bottle arrived damaged.",3
not pleased,1
Why Add Sugar To Dental Chews?,1
A Good Choice,4
"Sticky, not for kids",1
"If you like hibiscus, this is great",4
Disappointed,2
They ruined it when they added the Stevia..,2
OVERPRICED!!!,1
Not for the faint of heart!,4
Found it after a long search!,5
Stale,1
Don't waste your money,1
real cheese isn't bright orange,3
Reminds me of a good trail mix,4
To much and not enough...,2
Tasty and Refresing,4
Finally,5
GOOD,5
Not Vegan! As other reviewers have said.....,2
Busy Buddy,4
"Great dog treat, good price",4
Moon Rover Rescue,1
Good brand of Coconut Oil,5
Yuk! Threw them out!,1
"Great tasting snack, but way overpriced when not on sale!",4
Not a bad breakfast/snack food... and healthy to boot!,4
Gross,3
"Too hot, plain and simple",2
TOO MANY BROKEN PRETZELS,1
awful,1
"Doesn't measure up, contains Ash.",3
Bland,2
Poor Quality,1
"Taste of ""Honey""",5
The bags not contain only 8.1 ounces,4
Good entry in the K-cup portfolio,4
God's gift to candy,5
Too Weak for Me; Turns White After Adding Cream,2
Organic and Tasty,5
Knowing what to expect,2
A little weak,3
Protein bars,3
"excellent taste, decaf please",4
Back to the store for me,2
A little sweet for my tastes,4
Off-brand badness,2
gave it as a gift.,5
Murray Sugar Free Cookies Chocolate Chip with Pecan,1
Tastes Amazing but Tantalizingly Hot,4
The Best Yet,5
Meh,3
Very happy with my purchase!,5
Not so Fresh,3
not lime just green,3
Hot and Spicy but Not Too Hot,4
Tiger loves the cat grass..,5
Rich and Delicious!,5
My cat Hated this,2
Not very good,2
Natural ingredients and tastes fine to me,3
"Kraft Spaghetti Classics, Tangy Italian Spaghetti Spice Mix & Parmesan Cheese, 8-Ounce Boxes (Pack of 24)",5
"I have had better ""Jalapeno Kettle Chips""",1
Delicious!,4
My babies love it,5
Not too good,2
dog treat,5
Sweetleaf Stevia Lemon Drop Review,3
Best recipe ever,4
Disappointed,2
YUCK!,2
The worst of 10 dark chocolate covered coffee beans,2
